0.428,0.10584
0.42137,0.33759
0.42158,0.33011
0.42174,0.32281
0.42188,0.31989
0.42216,0.30967
0.42269,0.28631
0.42359,0.24909
0.42456,0.20529
0.4254,0.18704
0.42606,0.16369
0.42683,0.14252
0.42754,0.12354
0.42785,0.11113
0.42198,0.31697
0.42208,0.31332
0.42222,0.31113
0.42225,0.30821
0.42238,0.30164
0.42256,0.29434
0.42267,0.2885
0.42283,0.2812
0.42298,0.27609
0.42316,0.2688
0.42338,0.2615
0.42343,0.25931
0.42354,0.25493
0.42369,0.24909
0.42383,0.24252
0.42396,0.23741
0.42403,0.23522
0.42412,0.2323
0.42425,0.22573
0.42435,0.22062
0.4244,0.21697
0.42443,0.21697
0.42461,0.2104
0.42453,0.21186
0.42471,0.20894
0.42488,0.20529
0.42503,0.20164
0.42512,0.19872
0.42514,0.19799
0.42522,0.19361
0.42551,0.18777
0.42569,0.18047
0.4258,0.17682
0.42601,0.17099
0.42617,0.16369
0.42624,0.16223
0.42632,0.1615
0.42638,0.15785
0.4265,0.15566
0.42664,0.15274
0.42679,0.14836
0.4269,0.14471
0.427,0.14325
0.42719,0.13668
0.42742,0.12938
0.42754,0.12573
0.42767,0.11989
0.42779,0.1177
0.42143,0.33741
0.42154,0.33157
0.42143,0.33668
0.42153,0.33522
0.42164,0.33084
0.42179,0.325
0.42183,0.32281
0.42162,0.3323
0.42172,0.32865
0.42175,0.32646
0.42183,0.325
0.42192,0.32281
0.42198,0.31697
0.42204,0.31624
0.42211,0.31478
0.42219,0.3104
0.42225,0.30748
0.42233,0.30602
0.4224,0.30237
0.42246,0.29945
0.42256,0.29653
0.42258,0.29507
0.42267,0.29142
0.42277,0.28777
0.42282,0.28558
0.42292,0.2812
0.42298,0.27901
0.42301,0.27609
0.42304,0.27536
0.42306,0.27536
0.42319,0.27099
0.42314,0.27464
0.42314,0.27172
0.4234,0.26515
0.4233,0.26588
0.42327,0.26807
0.42322,0.2688
0.42337,0.26296
0.42346,0.26004
0.42351,0.25712
0.42358,0.25347
0.42364,0.24982
0.42371,0.24836
0.42375,0.24617
0.42385,0.24325
0.42395,0.23814
0.42398,0.23595
0.42403,0.23522
0.42409,0.2323
0.42419,0.23084
0.42429,0.22646
0.42427,0.22646
0.42427,0.22427
0.42437,0.22281
0.42443,0.21843
0.42445,0.2177
0.42451,0.21478
0.42451,0.21405
0.42453,0.21332
0.42459,0.21186
0.42466,0.2104
0.42472,0.20967
0.42475,0.20894
0.42479,0.20821
0.42496,0.20383
0.42496,0.20383
0.42488,0.20456
0.42512,0.20091
0.42519,0.19799
0.42532,0.19361
0.4254,0.19142
0.4254,0.19142
0.42554,0.18923
0.42566,0.18558
0.42575,0.1812
0.4258,0.17974
0.42592,0.17464
0.42601,0.16953
0.42603,0.16953
0.42622,0.16661
0.42622,0.16661
0.42627,0.16515
0.42633,0.16296
0.42579,0.17682
0.42562,0.18704
0.4254,0.18923
0.42614,0.16588
0.42642,0.16077
0.42654,0.15639
0.42664,0.15493
0.42669,0.15201
0.42683,0.14763
0.42695,0.14471
0.42695,0.14398
0.42704,0.14325
0.42709,0.14106
0.42721,0.13887
0.42724,0.13814
0.42733,0.13376
0.4274,0.13303
0.4274,0.13303
