0.11924,0.12336
0.42137,0.62226
0.43367,0.58745
0.43528,0.56642
0.43528,0.55416
0.4369,0.5419
0.4369,0.51912
0.43528,0.49635
0.42802,0.4473
0.43125,0.47007
0.42883,0.61723
0.40625,0.6365
0.36109,0.65401
0.29415,0.6435
0.26431,0.61022
0.23367,0.57518
0.2369,0.52613
0.25141,0.45781
0.28367,0.36496
0.30141,0.33343
0.32319,0.26161
0.31835,0.20555
0.29577,0.17226
0.23851,0.16
0.21028,0.14423
0.16351,0.14599
0.1369,0.14073
0.10948,0.16526
0.11028,0.23533
0.12077,0.30715
0.12399,0.38248
0.13206,0.42803
0.39819,0.6435
0.38286,0.6435
0.39254,0.65927
0.3748,0.66102
0.35383,0.66628
0.3377,0.66628
0.32238,0.66803
0.30625,0.66102
0.28528,0.65927
0.27802,0.64175
0.25948,0.62248
0.24012,0.5927
0.25383,0.61372
0.27238,0.63299
0.22802,0.56993
0.22964,0.55591
0.23528,0.52263
0.24093,0.50336
0.24496,0.48409
0.25383,0.45606
0.2619,0.43679
0.30948,0.67153
0.32722,0.66628
0.34657,0.66628
0.36915,0.66803
0.39899,0.65051
0.41835,0.65051
0.41109,0.65051
0.42883,0.61898
0.23448,0.54891
0.22964,0.53139
0.23367,0.51562
0.24173,0.48234
0.24738,0.46657
0.25706,0.44029
0.26351,0.42803
0.26835,0.40701
0.2756,0.38949
0.28044,0.37898
0.2877,0.36496
0.29012,0.35796
0.29819,0.3492
0.29899,0.34569
0.30383,0.32467
0.31028,0.30715
0.31673,0.28964
0.32157,0.26861
0.32157,0.25109
0.32077,0.23182
0.31835,0.21781
0.30625,0.19504
0.29899,0.18628
0.29093,0.17927
0.27964,0.17752
0.26431,0.17401
0.2506,0.17226
0.2619,0.17226
0.25383,0.17226
0.23609,0.16175
0.22399,0.1565
0.21431,0.1565
0.20302,0.1565
0.19254,0.1565
0.19173,0.1565
0.18206,0.1565
0.17722,0.1565
0.16512,0.15474
0.16351,0.15474
0.15625,0.15124
0.14738,0.15124
0.13851,0.15124
0.13286,0.14774
0.1256,0.14248
0.11593,0.15474
0.11754,0.14073
0.10948,0.17927
0.10948,0.20029
0.11109,0.23007
0.11593,0.26861
0.11593,0.25285
0.11028,0.21781
0.11351,0.26511
0.12319,0.29139
0.11915,0.28964
0.12319,0.32993
0.12319,0.36321
0.12802,0.37723
0.13044,0.41401
0.13125,0.43328
0.12964,0.40175
0.11996,0.36321
0.12077,0.33693
0.12802,0.34044
0.12802,0.38599
0.12883,0.42803
0.12319,0.40175
0.12319,0.35095
0.11915,0.31241
0.11673,0.30015
0.1248,0.3019
0.11351,0.25109
0.11431,0.23708
0.12077,0.27562
0.1127,0.24234
0.1127,0.2108
0.11109,0.19328
0.11109,0.17752
0.11431,0.14774
0.12157,0.13723
0.12399,0.13022
0.1369,0.13372
0.1498,0.14423
0.16673,0.14423
0.1756,0.14599
0.1869,0.14599
0.19657,0.14599
0.2006,0.14774
0.21512,0.14774
0.2248,0.1565
0.23851,0.16
0.25222,0.17051
0.26351,0.17051
0.2748,0.17577
0.29577,0.18102
0.29899,0.18277
0.30948,0.19854
0.31673,0.20905
0.31835,0.22832
0.32157,0.25635
0.32157,0.27737
0.31835,0.30015
0.31351,0.31241
0.30786,0.32117
0.30544,0.33168
0.29899,0.3492
0.29173,0.3562
0.28206,0.38423
0.27319,0.39474
0.27238,0.4035
0.26109,0.40876
0.26109,0.42803
0.25544,0.44029
0.24899,0.47007
0.24899,0.47007
0.24254,0.48234
0.24173,0.48934
0.24093,0.49985
0.24012,0.50161
0.23448,0.50161
0.23448,0.52613
0.23448,0.52613
0.23448,0.54891
0.23448,0.56818
0.23609,0.58745
0.23931,0.59095
0.24819,0.60146
0.24819,0.60146
0.25302,0.60146
0.25948,0.60847
0.26754,0.62599
0.27722,0.63825
0.28448,0.64701
0.2877,0.65051
0.29173,0.65226
0.29899,0.65401
0.30706,0.66102
0.31109,0.66102
0.32077,0.66453
0.30786,0.66453
0.29577,0.66453
0.30706,0.66803
0.33367,0.66803
0.34415,0.66803
0.34899,0.66803
0.35544,0.66803
0.36028,0.66803
0.36835,0.66453
0.36915,0.66453
0.37883,0.66277
0.38206,0.66102
0.38609,0.65752
0.38609,0.65752
0.39657,0.64526
0.41996,0.6435
0.4256,0.63474
0.41109,0.64
0.40222,0.65927
0.39335,0.65577
0.4256,0.62599
0.42883,0.61022
0.43286,0.5892
0.4369,0.56993
0.4369,0.54715
0.4369,0.53839
0.4369,0.51737
0.4369,0.4981
0.43286,0.47358
0.43609,0.48584
0.42802,0.47708
0.42802,0.45956
0.4256,0.44029
0.42238,0.43328
0.41835,0.41752
0.42399,0.44029
0.42722,0.46131
0.42238,0.44029
0.41593,0.42277
0.42399,0.45255
0.42964,0.47708
0.44173,0.52263
0.44173,0.54891
0.29657,0.18978
0.28286,0.18978
0.28125,0.18803
0.27077,0.18628
0.26512,0.18102
0.26109,0.18102
0.25141,0.17401
0.24657,0.17226
0.24335,0.17226
0.23931,0.17051
0.22964,0.15825
0.2119,0.15825
0.2119,0.15825
0.3127,0.19504
0.27157,0.41577
0.26351,0.41927
0.25544,0.4473
0.24335,0.59445
0.25706,0.61898
0.12883,0.37723
0.12883,0.35971
0.12399,0.31241
0.12399,0.32467
0.12399,0.38949
0.12399,0.42102
0.11109,0.27036
0.11028,0.21781
0.10948,0.17927
0.11593,0.14423
0.1248,0.14423
0.14819,0.14599
0.16673,0.15124
0.19012,0.16701
0.20464,0.1635
0.22964,0.16175
0.24254,0.16175
0.26028,0.16701
0.28044,0.17051
0.31673,0.66102
0.29173,0.65401
0.23044,0.56642
0.23125,0.54715
0.23448,0.52964
0.31028,0.19328
0.30383,0.18978
0.30222,0.18803
0.28286,0.18277
0.31512,0.2038
0.31915,0.22657
0.3248,0.25285
0.3248,0.29139
0.31835,0.30015
0.30544,0.32467
0.2998,0.35445
